Well_ID,BHCT_F,Depth_ft,Retarder_pct_BWOC,Slurry_Density_ppg,Thickening_Time_min
WELL_0535,130.2,5107,1.458,16.21,580.6
WELL_0536,191.0,7091,0.342,15.93,276.8
WELL_0537,214.2,10251,0.548,16.69,259.5
WELL_0538,157.5,6638,0.512,16.74,340.3
WELL_0539,170.5,6659,0.861,16.92,385.5
WELL_0540,210.8,13363,0.799,16.68,308.6
WELL_0541,267.8,14891,1.001,16.79,276.8
WELL_0542,248.2,10560,1.43,16.6,471.5
WELL_0543,251.5,13391,0.499,16.35,182.3
WELL_0544,270.0,14903,1.07,16.25,320.6
WELL_0545,168.3,6416,0.135,16.07,264.5
WELL_0546,214.4,9482,0.467,15.53,296.9
WELL_0547,155.1,8926,0.749,15.67,372.9
WELL_0548,120.1,5800,0.143,16.04,326.0
WELL_0549,242.0,12553,0.965,16.33,303.0
WELL_0550,183.5,9338,1.05,16.99,406.1
WELL_0551,224.6,9693,1.145,16.18,369.8
WELL_0552,153.9,6507,0.823,16.75,386.5
WELL_0553,128.7,6809,0.946,16.79,406.6
WELL_0554,235.1,14071,0.654,16.07,260.3
WELL_0555,100.0,5446,0.158,16.53,352.7
WELL_0556,166.1,7329,0.24,16.07,259.3
WELL_0557,174.6,7921,1.017,16.93,426.8
WELL_0558,196.1,9902,1.494,16.55,483.3
WELL_0559,235.7,10864,0.122,15.55,185.5
WELL_0560,225.7,9933,0.881,16.29,313.6
WELL_0561,147.9,5841,1.151,17.11,496.7
WELL_0562,133.3,7437,1.257,16.1,531.0
WELL_0563,260.8,13436,0.863,16.45,252.9
WELL_0564,232.9,11376,0.968,16.5,315.1
WELL_0565,230.0,11491,1.075,15.63,385.7
WELL_0566,244.8,11702,1.303,16.48,401.7
WELL_0567,218.2,12629,0.271,15.43,213.6
WELL_0568,183.7,5581,1.397,15.86,538.3
WELL_0569,170.4,8666,0.136,16.79,235.8
WELL_0570,223.6,10395,1.271,16.4,424.3
WELL_0571,153.6,8385,0.207,16.03,312.3
WELL_0572,233.0,13445,0.372,16.45,211.8
WELL_0573,230.0,9826,0.105,16.17,166.4
WELL_0574,235.2,12686,0.723,16.21,267.7
WELL_0575,265.9,13520,0.568,16.56,163.3
WELL_0576,209.9,10048,0.332,15.8,221.1
WELL_0577,256.4,14096,0.732,16.22,252.0
WELL_0578,240.9,10871,0.663,16.03,259.0
WELL_0579,246.3,13503,1.175,15.33,384.6
WELL_0580,152.2,8406,1.35,15.69,544.6
WELL_0581,190.4,9988,1.014,17.06,360.4
WELL_0582,219.0,10314,0.274,16.41,203.1
WELL_0583,160.8,6050,0.514,15.47,354.3
WELL_0584,163.6,8986,1.379,15.35,513.8
WELL_0585,246.2,14173,0.224,16.14,181.1
WELL_0586,211.5,11308,0.67,17.06,295.5
WELL_0587,156.5,6775,1.42,16.1,543.1
WELL_0588,159.3,8389,1.431,16.92,552.6
WELL_0589,153.6,6916,0.676,16.39,344.4
WELL_0590,130.1,5248,1.034,16.46,472.0
WELL_0591,274.5,14275,0.739,15.47,245.7
WELL_0592,212.8,9482,1.155,16.72,384.0
WELL_0593,177.4,8075,0.144,16.02,260.5
WELL_0594,210.7,10985,0.302,16.67,196.9
WELL_0595,143.5,5073,0.96,15.75,467.0
WELL_0596,161.4,7780,0.426,16.3,335.6
WELL_0597,210.8,12030,1.032,16.39,374.8
WELL_0598,205.5,11338,0.592,16.12,252.1
WELL_0599,256.2,14818,1.341,16.42,381.1
WELL_0600,199.7,11204,1.247,16.05,452.1
WELL_0601,205.0,9775,0.79,15.84,336.6
WELL_0602,252.1,12614,1.182,17.08,305.6
WELL_0603,228.9,14033,0.48,16.78,238.5
WELL_0604,234.1,12207,0.792,15.78,300.3
WELL_0605,261.3,14632,0.376,16.51,142.7
WELL_0606,247.8,12820,1.305,15.79,430.0
WELL_0607,252.5,13668,1.252,15.55,382.2
WELL_0608,128.7,6141,1.363,16.77,527.4
WELL_0609,212.5,12324,1.328,15.26,467.2
WELL_0610,197.7,9401,1.443,16.71,522.6
WELL_0611,230.4,10531,0.42,16.06,253.7
WELL_0612,185.2,11541,1.405,16.08,501.1
WELL_0613,272.3,14698,0.9,16.43,272.5
WELL_0614,289.4,14846,0.691,16.52,206.2
WELL_0615,174.7,7882,0.885,15.75,374.4
WELL_0616,245.3,12338,0.58,16.59,236.3
WELL_0617,224.8,12500,0.504,16.26,225.6
WELL_0618,182.9,8465,0.438,15.51,308.1
WELL_0619,126.9,6239,0.215,16.11,333.1
WELL_0620,103.1,5409,0.795,16.96,455.1
WELL_0621,258.0,12773,1.343,17.12,394.4
WELL_0622,185.9,9897,0.982,16.59,331.7
WELL_0623,259.9,14855,0.829,15.55,277.1
WELL_0624,175.5,9650,0.7,16.47,352.9
WELL_0625,241.7,14779,0.75,16.67,265.9
WELL_0626,190.4,9116,0.393,16.6,263.9
WELL_0627,230.0,12937,1.252,16.63,429.8
WELL_0628,157.8,5848,0.378,16.4,323.1
WELL_0629,220.4,10555,1.103,16.16,393.6
WELL_0630,250.0,13021,1.164,15.87,388.4
WELL_0631,264.5,14247,0.905,15.16,302.0
WELL_0632,275.3,13226,1.308,16.39,360.7
WELL_0633,125.6,5370,0.507,16.3,337.7
WELL_0634,187.5,8727,1.334,16.51,467.3
WELL_0635,166.7,5487,1.121,15.46,483.4
WELL_0636,177.0,6093,1.218,16.55,457.2
WELL_0637,202.2,11753,1.03,17.33,378.5
WELL_0638,227.1,12133,1.285,16.24,423.1
WELL_0639,265.0,12737,1.49,16.17,468.1
WELL_0640,261.7,13655,0.688,16.37,223.8
WELL_0641,239.6,12394,1.239,17.32,386.9
WELL_0642,240.2,13009,1.142,15.64,386.3
WELL_0643,139.5,5490,0.734,16.31,431.1
WELL_0644,175.7,7345,1.398,15.76,488.3
WELL_0645,216.3,11219,0.652,15.9,280.5
WELL_0646,250.8,13581,0.892,16.17,308.0
WELL_0647,142.0,5045,0.248,16.94,339.8
WELL_0648,194.7,10146,0.416,17.19,256.1
WELL_0649,237.6,11773,1.277,16.45,401.1
WELL_0650,196.3,5296,0.655,15.99,342.6
WELL_0651,160.2,9014,0.652,17.5,350.9
WELL_0652,262.3,13956,0.444,15.96,174.3
WELL_0653,213.6,11716,0.788,15.89,325.6
WELL_0654,181.3,7377,1.228,15.22,500.6
WELL_0655,251.7,13528,1.353,16.97,435.1
WELL_0656,199.0,8480,0.198,16.73,234.9
WELL_0657,272.1,13533,0.905,17.5,252.7
WELL_0658,182.3,7989,0.754,15.44,365.0
WELL_0659,237.1,10903,0.96,17.0,328.7
WELL_0660,149.4,8969,0.726,16.24,380.0
WELL_0661,204.4,7748,0.658,16.64,305.9
WELL_0662,262.0,13866,0.761,15.29,243.1
WELL_0663,183.8,6876,0.915,17.01,400.0
WELL_0664,129.1,5848,0.801,16.63,401.7
WELL_0665,169.5,8419,0.761,16.18,360.9
WELL_0666,235.9,12176,1.245,16.55,398.1
WELL_0667,244.7,13074,1.144,15.78,406.6
WELL_0668,274.9,14987,0.578,15.88,184.8
WELL_0669,198.0,7964,1.221,15.95,436.3
WELL_0670,161.3,9079,1.295,15.18,500.3
WELL_0671,175.3,6368,0.315,16.67,308.7
WELL_0672,214.9,10749,0.916,16.86,283.9
WELL_0673,266.0,14976,0.499,15.81,169.1
WELL_0674,204.6,12009,1.135,16.39,450.3
WELL_0675,226.4,10952,0.434,16.05,241.8
WELL_0676,147.6,8924,1.04,16.38,425.9
WELL_0677,270.7,14153,0.457,15.85,173.5
WELL_0678,177.7,9969,0.816,15.71,374.6
WELL_0679,158.4,6344,1.428,16.78,544.0
WELL_0680,185.4,8654,0.634,16.16,357.9
WELL_0681,169.8,5672,1.326,17.31,493.2
WELL_0682,163.0,7020,1.482,16.23,535.8
WELL_0683,129.8,5177,1.325,15.69,563.9
WELL_0684,189.8,9533,0.332,16.87,237.7
WELL_0685,245.4,11345,1.248,16.55,372.1
WELL_0686,194.3,8433,0.145,16.6,190.1
WELL_0687,187.7,9204,0.651,16.85,284.5
WELL_0688,260.4,14592,1.319,15.84,382.1
WELL_0689,209.5,12520,1.064,16.13,360.4
WELL_0690,217.3,10409,0.846,16.11,334.5
WELL_0691,145.3,7845,0.643,15.49,365.1
WELL_0692,270.1,13970,1.237,16.06,307.9
WELL_0693,172.9,7351,1.093,16.94,409.2
WELL_0694,225.3,8253,0.756,16.33,294.3
WELL_0695,238.4,14091,1.349,15.46,423.6
WELL_0696,207.0,10295,0.422,15.34,293.9
WELL_0697,268.9,12423,0.339,17.12,126.0
WELL_0698,238.2,10907,1.0,16.15,356.8
WELL_0699,212.4,11534,1.461,15.84,489.7
WELL_0700,183.0,7994,0.446,16.05,295.8
WELL_0701,171.4,7414,0.45,15.39,308.8
WELL_0702,187.0,8225,0.295,16.98,248.9
WELL_0703,147.6,6554,1.305,15.98,506.1
WELL_0704,252.1,13743,0.417,16.95,175.9
WELL_0705,148.1,7832,0.804,16.23,398.0
WELL_0706,215.4,10615,1.487,16.99,462.4
WELL_0707,251.1,12920,0.117,16.34,148.1
WELL_0708,237.8,12838,0.879,16.67,305.6
WELL_0709,167.9,9384,0.817,16.6,364.2
WELL_0710,219.7,9763,1.23,16.54,417.9
WELL_0711,275.9,14947,0.597,16.39,186.1
WELL_0712,214.6,11746,0.674,16.07,275.4
WELL_0713,240.9,13146,0.335,17.25,169.4
WELL_0714,230.3,14026,1.137,15.7,370.3
WELL_0715,223.9,12876,1.199,16.2,382.0
WELL_0716,154.4,6852,0.291,16.21,279.2
WELL_0717,235.2,10622,0.651,16.42,253.4
WELL_0718,141.7,6019,1.35,15.96,548.3
WELL_0719,236.4,11529,0.104,16.37,139.3
WELL_0720,254.5,14553,0.518,16.11,247.1
WELL_0721,211.1,10127,0.877,15.33,371.9
WELL_0722,193.7,9330,0.568,16.21,322.8
WELL_0723,160.4,5358,0.481,15.59,360.1
WELL_0724,255.1,14598,0.744,15.25,298.0
WELL_0725,125.1,6030,0.354,16.28,342.9
WELL_0726,120.5,5411,0.841,16.47,397.1
WELL_0727,162.4,7461,1.089,16.49,436.3
WELL_0728,126.0,5655,0.905,16.51,458.2
WELL_0729,206.5,9551,0.23,15.14,241.7
WELL_0730,198.7,10161,1.282,15.45,469.6
WELL_0731,223.4,8126,0.345,17.29,230.8
WELL_0732,115.3,5510,1.171,15.62,535.4
WELL_0733,158.2,6116,0.605,16.54,367.5
WELL_0734,169.7,8845,1.196,15.82,451.7
WELL_0735,139.0,5605,0.389,16.24,326.7
WELL_0736,233.3,11982,0.361,15.85,237.7
WELL_0737,125.1,7070,0.796,16.51,425.8
WELL_0738,183.5,8021,0.146,16.28,231.7
WELL_0739,225.5,8941,0.415,15.95,225.2
WELL_0740,186.0,9166,1.114,15.62,423.6
WELL_0741,144.9,5017,1.272,16.35,500.7
WELL_0742,173.0,6121,0.213,15.53,261.8
WELL_0743,249.2,13628,1.335,16.44,379.4
WELL_0744,129.7,5012,1.217,17.5,492.9
WELL_0745,165.1,10082,1.318,16.94,470.3
WELL_0746,215.2,9895,1.078,16.6,399.6
WELL_0747,181.3,8331,1.044,16.15,422.9
WELL_0748,177.8,9313,0.835,15.13,393.4
WELL_0749,243.8,12806,1.014,15.47,330.5
WELL_0750,238.9,13412,1.387,16.91,421.3
WELL_0751,164.3,7603,0.241,15.77,298.9
WELL_0752,192.8,8225,0.542,15.82,318.0
WELL_0753,147.4,7425,0.201,16.11,302.5
WELL_0754,221.2,9799,1.423,15.62,500.1
WELL_0755,203.7,11833,0.723,15.53,322.6
WELL_0756,157.7,7283,1.045,16.17,459.1
WELL_0757,217.6,8307,1.278,15.71,438.5
WELL_0758,281.2,14304,1.487,15.79,398.9
WELL_0759,148.1,5486,0.326,15.77,337.9
WELL_0760,183.0,9608,1.219,16.49,461.7
WELL_0761,223.0,12116,1.342,16.07,453.0
WELL_0762,160.9,6505,0.168,16.1,291.9
WELL_0763,146.8,5474,1.156,16.53,473.9
WELL_0764,156.3,6382,0.597,16.12,345.1
WELL_0765,258.9,14188,1.008,16.05,323.3
WELL_0766,137.3,5093,0.82,16.46,429.3
WELL_0767,138.5,6883,0.464,16.57,339.7
WELL_0768,134.8,5313,0.289,16.12,359.7
WELL_0769,170.8,6106,0.264,16.24,268.3
WELL_0770,196.0,11201,0.245,15.77,229.8
WELL_0771,168.0,7416,0.993,15.73,458.8
WELL_0772,199.2,10692,0.592,16.62,302.3
WELL_0773,218.7,10902,0.403,16.44,222.4
WELL_0774,243.4,13494,1.069,16.45,345.5
WELL_0775,167.2,5047,1.062,16.35,445.4
WELL_0776,260.1,13534,0.855,16.23,223.6
WELL_0777,196.9,11191,1.409,16.58,462.3
WELL_0778,173.2,6627,0.64,16.71,336.5
WELL_0779,226.5,12729,1.27,16.7,401.5
WELL_0780,240.8,13555,0.205,16.14,165.3
WELL_0781,178.7,7543,1.136,16.96,451.5
WELL_0782,250.6,14188,1.484,16.33,442.6
WELL_0783,215.2,9545,1.285,16.55,415.5
WELL_0784,204.5,11034,0.912,16.36,357.6
WELL_0785,256.9,14846,0.977,16.34,295.3
WELL_0786,175.2,8615,0.595,15.8,332.5
WELL_0787,235.5,13132,1.051,16.59,337.6
WELL_0788,201.2,8184,1.179,17.5,449.5
WELL_0789,255.2,12992,1.498,15.99,417.1
WELL_0790,248.9,11007,0.789,16.24,270.1
WELL_0791,208.9,7164,0.186,15.95,222.5
WELL_0792,175.3,9140,0.934,15.93,386.4
WELL_0793,182.6,8176,0.267,17.05,266.4
WELL_0794,129.0,5781,0.443,15.83,388.1
WELL_0795,129.9,5298,0.56,15.94,390.2
WELL_0796,173.7,8465,1.123,15.33,451.7
WELL_0797,123.4,5190,0.357,15.78,368.0
WELL_0798,142.6,6655,0.332,15.26,343.8
WELL_0799,231.7,12252,0.163,16.55,161.9
WELL_0800,210.2,12081,1.323,17.5,422.8
WELL_0801,251.2,12386,1.071,16.0,348.2
WELL_0802,164.7,8172,0.156,15.28,299.0
WELL_0803,300.0,13900,0.14,16.69,45.0
WELL_0804,209.1,10938,0.882,15.8,330.4
WELL_0805,157.7,6260,0.496,16.91,296.4
WELL_0806,135.4,6437,0.935,16.04,464.9
WELL_0807,260.8,11931,0.708,15.85,252.7
WELL_0808,182.6,6729,1.393,16.1,517.0
WELL_0809,211.3,10073,0.503,16.62,231.0
WELL_0810,244.7,14918,1.051,16.07,368.4
WELL_0811,144.3,5040,0.176,15.93,303.9
WELL_0812,122.0,5166,1.438,16.09,580.6
WELL_0813,295.4,14931,1.473,15.5,433.1
WELL_0814,230.6,10846,1.135,16.42,360.9
WELL_0815,158.2,6269,0.751,15.22,391.5
WELL_0816,212.8,13973,0.408,15.96,239.0
WELL_0817,236.7,13804,1.238,16.62,439.1
WELL_0818,222.1,10362,1.131,16.37,393.7
WELL_0819,242.7,11218,0.411,16.52,226.8
WELL_0820,195.5,7732,0.732,16.16,357.3
WELL_0821,117.9,5505,0.748,16.84,429.2
WELL_0822,222.7,10946,1.257,16.71,395.4
WELL_0823,196.6,7948,1.057,16.45,420.8
WELL_0824,196.4,11636,1.0,16.71,346.3
WELL_0825,248.6,13362,1.01,16.61,346.8
WELL_0826,147.3,5182,0.479,15.96,359.9
WELL_0827,212.0,10957,0.62,15.46,247.3
WELL_0828,136.7,7313,0.164,16.43,302.5
WELL_0829,247.7,13739,1.202,16.5,381.4
WELL_0830,167.1,7537,0.706,16.8,349.0
WELL_0831,216.7,11108,0.714,15.69,317.9
WELL_0832,201.8,10535,0.443,15.7,255.2
WELL_0833,183.5,8962,0.393,16.45,253.7
WELL_0834,227.4,11776,0.923,16.16,329.6
WELL_0835,242.3,12258,0.426,15.16,220.5
WELL_0836,208.2,10669,0.19,16.41,200.1
WELL_0837,231.2,12584,1.175,15.18,425.0
WELL_0838,269.5,14834,0.627,15.68,198.3
WELL_0839,159.9,9193,0.632,16.94,346.0
WELL_0840,215.5,10146,0.704,17.2,284.2
WELL_0841,141.6,5125,1.241,15.53,493.9
WELL_0842,244.2,12960,0.549,16.02,203.2
WELL_0843,224.9,10202,1.161,16.22,396.3
WELL_0844,157.9,9080,1.415,17.18,547.0
WELL_0845,116.7,5941,1.025,15.93,500.8
WELL_0846,260.6,13897,0.704,15.94,209.2
WELL_0847,191.2,8950,1.147,17.05,359.9
WELL_0848,231.8,11826,0.741,15.99,300.0
WELL_0849,151.1,6494,0.68,16.6,371.4
WELL_0850,277.0,14615,0.835,15.39,280.4
WELL_0851,180.0,6784,0.545,16.11,305.0
WELL_0852,174.7,6995,0.246,15.29,295.4
WELL_0853,247.0,13590,0.681,15.62,271.9
WELL_0854,220.7,14126,0.273,16.66,181.5
WELL_0855,181.4,7121,0.675,16.17,334.2
WELL_0856,223.1,9698,0.88,16.02,334.2
WELL_0857,247.0,12335,1.403,15.79,451.8
WELL_0858,238.4,13784,0.151,16.08,154.8
WELL_0859,201.4,8791,0.97,16.37,392.6
WELL_0860,222.7,10170,0.741,16.74,281.7
WELL_0861,264.5,12417,0.128,15.0,112.9
WELL_0862,219.3,12311,0.449,15.74,279.5
WELL_0863,237.7,12830,0.266,16.29,164.9
WELL_0864,227.5,10699,0.404,16.15,212.9
WELL_0865,154.6,6046,0.484,16.42,337.0
WELL_0866,237.4,14040,0.662,16.35,251.8
WELL_0867,260.0,13656,0.841,16.03,265.4
WELL_0868,254.2,12981,0.101,15.91,129.7
WELL_0869,154.6,5999,0.327,16.06,317.7
WELL_0870,170.5,7044,0.231,16.83,270.5
WELL_0871,232.0,12436,0.87,15.8,274.7
WELL_0872,169.6,5231,0.561,16.17,373.8
WELL_0873,251.1,14792,0.868,16.3,278.2
WELL_0874,178.5,8771,0.411,17.06,288.0
WELL_0875,233.7,12193,0.134,16.03,139.2
WELL_0876,271.2,13876,1.418,16.73,397.0
WELL_0877,164.3,8946,0.252,16.88,260.2
WELL_0878,157.9,8191,0.278,16.16,324.8
WELL_0879,182.5,11087,0.305,16.08,252.7
WELL_0880,216.1,10810,1.474,16.02,503.6
WELL_0881,173.1,9091,0.965,16.06,395.8
WELL_0882,211.3,11018,0.954,16.67,341.3
WELL_0883,273.5,14354,1.481,16.33,423.1
WELL_0884,189.2,9676,0.224,16.33,264.6
WELL_0885,169.7,6967,1.464,15.58,511.6
WELL_0886,183.6,8772,0.386,15.67,265.2
WELL_0887,203.3,8941,0.972,17.38,321.8
WELL_0888,165.6,6311,0.688,16.1,346.8
WELL_0889,148.7,6629,0.638,15.77,366.2
WELL_0890,226.0,11846,1.404,16.99,414.0
WELL_0891,202.9,8395,0.309,16.35,227.9
WELL_0892,271.2,14549,1.496,16.52,394.0
WELL_0893,146.5,7436,0.631,16.12,355.9
WELL_0894,164.7,5989,1.008,16.02,457.4
WELL_0895,218.4,12535,1.455,16.11,483.3
WELL_0896,280.0,13810,0.181,15.44,117.7
WELL_0897,194.6,7781,1.392,16.15,475.1
WELL_0898,171.5,7021,0.895,16.36,367.8
WELL_0899,167.0,6858,1.086,17.22,408.7
WELL_0900,204.1,10220,0.309,16.25,235.0
WELL_0901,213.1,9684,0.847,15.0,369.2
WELL_0902,167.1,7594,1.043,16.15,450.5
WELL_0903,150.1,5452,0.739,17.5,385.4
WELL_0904,218.3,9815,0.317,16.68,199.9
WELL_0905,254.6,14593,0.442,15.75,191.7
WELL_0906,213.7,11525,1.296,16.53,427.4
WELL_0907,182.9,9955,0.148,15.79,242.4
WELL_0908,135.2,6107,1.092,15.46,529.5
WELL_0909,139.9,7524,1.499,16.01,539.9
WELL_0910,191.5,7948,0.11,16.25,223.2
WELL_0911,272.0,12648,0.325,15.17,182.7
WELL_0912,279.6,13767,1.044,15.57,284.1
WELL_0913,227.9,14016,0.184,16.21,160.5
WELL_0914,281.0,14846,0.926,15.98,258.7
WELL_0915,293.3,14824,1.058,16.42,279.5
WELL_0916,255.7,14530,0.923,15.53,273.9
WELL_0917,151.2,5718,0.611,16.59,373.6
WELL_0918,121.8,6378,1.076,15.55,512.6
WELL_0919,184.4,8045,0.932,17.1,384.0
WELL_0920,192.7,10529,0.391,15.26,263.9
WELL_0921,156.2,5970,0.888,15.6,427.5
WELL_0922,221.9,13458,1.335,16.43,415.6
WELL_0923,229.9,11168,1.034,17.12,335.6
WELL_0924,228.9,10424,0.761,16.37,331.2
WELL_0925,147.4,6653,0.55,16.51,356.8
WELL_0926,152.5,7533,0.22,16.21,276.9
WELL_0927,122.0,6603,0.442,15.64,386.0
WELL_0928,246.0,13519,0.116,15.93,117.5
WELL_0929,205.5,10842,1.481,15.53,487.2
WELL_0930,207.6,12351,0.411,15.5,236.4
WELL_0931,186.6,7960,1.241,16.42,448.6
WELL_0932,180.2,8713,0.336,15.58,303.4
WELL_0933,173.3,9049,0.497,16.38,319.6
WELL_0934,228.8,12600,0.686,15.48,293.3
WELL_0935,259.7,12724,0.554,16.36,184.8
WELL_0936,177.7,7068,1.218,15.93,460.0
WELL_0937,260.1,14415,1.441,16.97,421.3
WELL_0938,166.8,6207,1.325,16.38,490.7
WELL_0939,235.6,13961,0.315,16.88,169.7
WELL_0940,153.6,6004,1.187,15.78,499.1
WELL_0941,177.0,7645,0.307,16.23,272.3
WELL_0942,241.6,13465,1.379,15.66,442.6
WELL_0943,171.2,6795,0.825,15.97,416.7
WELL_0944,179.7,9136,0.571,16.06,316.7
WELL_0945,207.7,9499,0.32,15.8,263.6
WELL_0946,181.8,7453,0.117,15.53,264.6
WELL_0947,179.8,12102,0.447,15.42,271.9
WELL_0948,272.1,13513,1.38,15.0,402.2
WELL_0949,198.8,13746,1.216,15.62,419.2
WELL_0950,173.0,8393,1.458,16.55,506.0
WELL_0951,227.5,10309,0.241,15.32,206.3
WELL_0952,166.6,7484,0.929,15.45,432.3
WELL_0953,145.4,7448,0.46,17.18,351.7
WELL_0954,141.3,6613,0.86,15.85,436.0
WELL_0955,280.7,14400,0.549,16.38,164.7
WELL_0956,220.9,13880,0.497,16.55,196.0
WELL_0957,261.4,12774,0.903,16.56,281.6
WELL_0958,206.3,10177,0.357,15.36,256.1
WELL_0959,182.3,9906,0.757,16.07,353.9
WELL_0960,198.4,10297,1.011,15.31,438.0
WELL_0961,191.4,10366,0.279,17.5,249.2
WELL_0962,212.1,9346,1.403,15.32,503.3
WELL_0963,170.3,6318,0.808,15.62,375.2
WELL_0964,125.4,6257,1.247,15.63,524.4
WELL_0965,256.5,14522,1.015,15.38,325.8
WELL_0966,187.1,9820,1.094,16.94,392.4
WELL_0967,287.2,14532,1.103,17.5,294.6
WELL_0968,137.0,6636,1.325,15.94,541.4
WELL_0969,241.0,10544,0.959,15.47,320.3
WELL_0970,166.4,7077,0.49,15.0,365.8
WELL_0971,152.0,7532,0.239,16.07,305.8
WELL_0972,131.7,5301,0.949,16.03,428.5
WELL_0973,141.0,6190,0.193,15.84,318.7
WELL_0974,236.2,14168,0.438,16.32,210.7
WELL_0975,183.5,8215,0.185,16.42,263.6
WELL_0976,197.0,11081,0.868,16.38,343.7
WELL_0977,161.2,9650,0.324,16.03,314.1
WELL_0978,185.2,9005,0.955,15.59,403.6
WELL_0979,176.7,10319,1.207,16.57,424.6
WELL_0980,150.8,6872,1.251,16.21,473.9
WELL_0981,252.2,14886,0.533,16.69,217.7
WELL_0982,230.7,13183,0.869,16.63,324.2
WELL_0983,272.4,12416,0.888,15.42,289.9
WELL_0984,202.0,9688,0.762,15.41,367.7
WELL_0985,164.3,6529,1.017,15.78,459.3
WELL_0986,227.7,14207,0.394,15.62,231.4
WELL_0987,172.6,8414,1.471,16.62,507.7
WELL_0988,150.4,5501,0.237,16.39,337.8
WELL_0989,166.1,8424,1.261,16.8,483.0
WELL_0990,259.6,12945,0.932,16.42,284.2
WELL_0991,199.3,11227,0.443,16.31,249.6
WELL_0992,232.5,12508,1.144,16.86,371.7
WELL_0993,232.6,12936,0.218,16.46,140.9
WELL_0994,170.5,7120,1.184,16.24,476.2
WELL_0995,248.6,14238,0.926,17.01,270.9
WELL_0996,192.1,9380,0.255,16.26,251.4
WELL_0997,218.8,11390,0.211,16.03,190.2
WELL_0998,127.1,5023,1.151,15.74,507.7
WELL_0999,277.9,14934,0.51,16.59,149.1
WELL_1000,180.8,7809,1.345,16.88,478.6
