BHCT_F,Depth_ft,Retarder_pct_BWOC,Slurry_Density_ppg,Predicted_Thickening_Time_min
270.0,10000,0.95,16.2,298.9
275.0,10000,0.95,16.2,295.5
280.0,10000,0.95,16.2,293.54
285.0,10000,0.95,16.2,293.46
290.0,10000,0.95,16.2,293.46
295.0,10000,0.95,16.2,293.46
300.0,10000,0.95,16.2,293.46
100.0,10000,1.0,16.2,423.05
105.0,10000,1.0,16.2,423.05
110.0,10000,1.0,16.2,423.05
115.0,10000,1.0,16.2,423.05
120.0,10000,1.0,16.2,423.05
125.0,10000,1.0,16.2,423.02
130.0,10000,1.0,16.2,420.86
135.0,10000,1.0,16.2,420.4
140.0,10000,1.0,16.2,419.08
145.0,10000,1.0,16.2,419.19
150.0,10000,1.0,16.2,418.52
155.0,10000,1.0,16.2,415.54
160.0,10000,1.0,16.2,415.5
165.0,10000,1.0,16.2,414.35
170.0,10000,1.0,16.2,408.14
175.0,10000,1.0,16.2,402.97
180.0,10000,1.0,16.2,400.79
185.0,10000,1.0,16.2,395.72
190.0,10000,1.0,16.2,391.68
195.0,10000,1.0,16.2,391.57
200.0,10000,1.0,16.2,388.5
205.0,10000,1.0,16.2,374.18
210.0,10000,1.0,16.2,360.72
215.0,10000,1.0,16.2,356.38
220.0,10000,1.0,16.2,346.71
225.0,10000,1.0,16.2,343.33
230.0,10000,1.0,16.2,341.23
235.0,10000,1.0,16.2,339.21
240.0,10000,1.0,16.2,338.94
245.0,10000,1.0,16.2,339.97
250.0,10000,1.0,16.2,341.62
255.0,10000,1.0,16.2,336.08
260.0,10000,1.0,16.2,313.44
265.0,10000,1.0,16.2,310.7
270.0,10000,1.0,16.2,305.23
275.0,10000,1.0,16.2,302.39
280.0,10000,1.0,16.2,299.93
285.0,10000,1.0,16.2,299.97
290.0,10000,1.0,16.2,299.97
295.0,10000,1.0,16.2,299.97
300.0,10000,1.0,16.2,299.97
100.0,10000,1.05,16.2,437.06
105.0,10000,1.05,16.2,437.06
110.0,10000,1.05,16.2,437.06
115.0,10000,1.05,16.2,437.06
120.0,10000,1.05,16.2,437.06
125.0,10000,1.05,16.2,436.98
130.0,10000,1.05,16.2,434.76
135.0,10000,1.05,16.2,434.47
140.0,10000,1.05,16.2,432.75
145.0,10000,1.05,16.2,432.26
150.0,10000,1.05,16.2,430.71
155.0,10000,1.05,16.2,425.32
160.0,10000,1.05,16.2,424.54
165.0,10000,1.05,16.2,422.69
170.0,10000,1.05,16.2,419.77
175.0,10000,1.05,16.2,417.08
180.0,10000,1.05,16.2,416.2
185.0,10000,1.05,16.2,412.75
190.0,10000,1.05,16.2,408.91
195.0,10000,1.05,16.2,408.99
200.0,10000,1.05,16.2,408.11
205.0,10000,1.05,16.2,395.23
210.0,10000,1.05,16.2,377.68
215.0,10000,1.05,16.2,376.55
220.0,10000,1.05,16.2,370.42
225.0,10000,1.05,16.2,365.52
230.0,10000,1.05,16.2,363.5
235.0,10000,1.05,16.2,361.39
240.0,10000,1.05,16.2,360.68
245.0,10000,1.05,16.2,361.58
250.0,10000,1.05,16.2,360.65
255.0,10000,1.05,16.2,354.17
260.0,10000,1.05,16.2,318.76
265.0,10000,1.05,16.2,312.98
270.0,10000,1.05,16.2,307.67
275.0,10000,1.05,16.2,304.36
280.0,10000,1.05,16.2,299.27
285.0,10000,1.05,16.2,299.37
290.0,10000,1.05,16.2,299.37
295.0,10000,1.05,16.2,299.37
300.0,10000,1.05,16.2,299.37
100.0,10000,1.1,16.2,443.28
105.0,10000,1.1,16.2,443.28
110.0,10000,1.1,16.2,443.28
115.0,10000,1.1,16.2,443.28
120.0,10000,1.1,16.2,443.28
125.0,10000,1.1,16.2,443.21
130.0,10000,1.1,16.2,441.47
135.0,10000,1.1,16.2,441.14
140.0,10000,1.1,16.2,438.59
145.0,10000,1.1,16.2,438.09
150.0,10000,1.1,16.2,436.4
155.0,10000,1.1,16.2,429.32
160.0,10000,1.1,16.2,427.92
165.0,10000,1.1,16.2,425.85
170.0,10000,1.1,16.2,423.71
175.0,10000,1.1,16.2,421.63
180.0,10000,1.1,16.2,420.99
185.0,10000,1.1,16.2,417.59
190.0,10000,1.1,16.2,414.45
195.0,10000,1.1,16.2,414.64
200.0,10000,1.1,16.2,415.84
205.0,10000,1.1,16.2,410.32
210.0,10000,1.1,16.2,394.71
215.0,10000,1.1,16.2,393.87
220.0,10000,1.1,16.2,390.53
225.0,10000,1.1,16.2,382.77
230.0,10000,1.1,16.2,380.77
235.0,10000,1.1,16.2,377.42
240.0,10000,1.1,16.2,375.29
245.0,10000,1.1,16.2,374.63
250.0,10000,1.1,16.2,373.24
255.0,10000,1.1,16.2,366.13
260.0,10000,1.1,16.2,327.56
265.0,10000,1.1,16.2,319.57
270.0,10000,1.1,16.2,313.28
275.0,10000,1.1,16.2,310.46
280.0,10000,1.1,16.2,305.15
285.0,10000,1.1,16.2,305.25
290.0,10000,1.1,16.2,305.25
295.0,10000,1.1,16.2,305.25
300.0,10000,1.1,16.2,305.25
100.0,10000,1.15,16.2,455.27
105.0,10000,1.15,16.2,455.27
110.0,10000,1.15,16.2,455.27
115.0,10000,1.15,16.2,455.27
120.0,10000,1.15,16.2,455.27
125.0,10000,1.15,16.2,455.2
130.0,10000,1.15,16.2,453.53
135.0,10000,1.15,16.2,453.08
140.0,10000,1.15,16.2,449.65
145.0,10000,1.15,16.2,449.22
150.0,10000,1.15,16.2,447.32
155.0,10000,1.15,16.2,438.47
160.0,10000,1.15,16.2,436.47
165.0,10000,1.15,16.2,434.35
170.0,10000,1.15,16.2,433.06
175.0,10000,1.15,16.2,431.68
180.0,10000,1.15,16.2,431.45
185.0,10000,1.15,16.2,427.42
190.0,10000,1.15,16.2,423.19
195.0,10000,1.15,16.2,423.3
200.0,10000,1.15,16.2,424.3
205.0,10000,1.15,16.2,418.79
210.0,10000,1.15,16.2,396.94
215.0,10000,1.15,16.2,391.36
220.0,10000,1.15,16.2,389.98
225.0,10000,1.15,16.2,382.96
230.0,10000,1.15,16.2,380.84
235.0,10000,1.15,16.2,379.77
240.0,10000,1.15,16.2,378.06
245.0,10000,1.15,16.2,377.15
250.0,10000,1.15,16.2,375.52
255.0,10000,1.15,16.2,367.13
260.0,10000,1.15,16.2,341.04
265.0,10000,1.15,16.2,330.63
270.0,10000,1.15,16.2,323.21
275.0,10000,1.15,16.2,321.78
280.0,10000,1.15,16.2,317.01
285.0,10000,1.15,16.2,317.07
290.0,10000,1.15,16.2,317.07
295.0,10000,1.15,16.2,317.07
300.0,10000,1.15,16.2,317.07
100.0,10000,1.2,16.2,473.7
105.0,10000,1.2,16.2,473.7
110.0,10000,1.2,16.2,473.7
115.0,10000,1.2,16.2,473.7
120.0,10000,1.2,16.2,473.7
125.0,10000,1.2,16.2,473.63
130.0,10000,1.2,16.2,471.7
135.0,10000,1.2,16.2,471.04
140.0,10000,1.2,16.2,466.52
145.0,10000,1.2,16.2,465.9
150.0,10000,1.2,16.2,463.76
155.0,10000,1.2,16.2,455.69
160.0,10000,1.2,16.2,453.16
165.0,10000,1.2,16.2,450.93
170.0,10000,1.2,16.2,449.23
175.0,10000,1.2,16.2,448.85
180.0,10000,1.2,16.2,448.81
185.0,10000,1.2,16.2,445.3
190.0,10000,1.2,16.2,441.73
195.0,10000,1.2,16.2,441.35
200.0,10000,1.2,16.2,439.76
205.0,10000,1.2,16.2,429.96
210.0,10000,1.2,16.2,410.04
215.0,10000,1.2,16.2,404.1
220.0,10000,1.2,16.2,402.13
225.0,10000,1.2,16.2,397.57
230.0,10000,1.2,16.2,396.9
235.0,10000,1.2,16.2,394.31
240.0,10000,1.2,16.2,389.67
245.0,10000,1.2,16.2,386.88
250.0,10000,1.2,16.2,385.6
255.0,10000,1.2,16.2,376.94
260.0,10000,1.2,16.2,350.82
265.0,10000,1.2,16.2,338.56
270.0,10000,1.2,16.2,330.11
275.0,10000,1.2,16.2,328.61
280.0,10000,1.2,16.2,325.08
285.0,10000,1.2,16.2,325.29
290.0,10000,1.2,16.2,325.29
295.0,10000,1.2,16.2,325.29
300.0,10000,1.2,16.2,325.29
100.0,10000,1.25,16.2,495.5
105.0,10000,1.25,16.2,495.5
110.0,10000,1.25,16.2,495.5
115.0,10000,1.25,16.2,495.5
120.0,10000,1.25,16.2,495.5
125.0,10000,1.25,16.2,495.46
130.0,10000,1.25,16.2,494.1
135.0,10000,1.25,16.2,493.6
140.0,10000,1.25,16.2,488.9
145.0,10000,1.25,16.2,486.0
150.0,10000,1.25,16.2,482.48
155.0,10000,1.25,16.2,478.33
160.0,10000,1.25,16.2,475.63
165.0,10000,1.25,16.2,468.79
170.0,10000,1.25,16.2,466.24
175.0,10000,1.25,16.2,465.77
180.0,10000,1.25,16.2,463.79
185.0,10000,1.25,16.2,461.31
190.0,10000,1.25,16.2,458.33
195.0,10000,1.25,16.2,457.72
200.0,10000,1.25,16.2,454.24
205.0,10000,1.25,16.2,441.43
210.0,10000,1.25,16.2,417.12
215.0,10000,1.25,16.2,409.22
220.0,10000,1.25,16.2,406.32
225.0,10000,1.25,16.2,401.36
230.0,10000,1.25,16.2,400.85
235.0,10000,1.25,16.2,398.41
240.0,10000,1.25,16.2,393.28
245.0,10000,1.25,16.2,389.69
250.0,10000,1.25,16.2,388.48
255.0,10000,1.25,16.2,380.69
260.0,10000,1.25,16.2,357.69
265.0,10000,1.25,16.2,345.73
270.0,10000,1.25,16.2,337.65
275.0,10000,1.25,16.2,336.36
280.0,10000,1.25,16.2,333.47
285.0,10000,1.25,16.2,333.76
290.0,10000,1.25,16.2,333.76
295.0,10000,1.25,16.2,333.76
300.0,10000,1.25,16.2,333.76
100.0,10000,1.3,16.2,509.31
105.0,10000,1.3,16.2,509.31
110.0,10000,1.3,16.2,509.31
115.0,10000,1.3,16.2,509.31
120.0,10000,1.3,16.2,509.31
125.0,10000,1.3,16.2,509.31
130.0,10000,1.3,16.2,509.07
135.0,10000,1.3,16.2,509.2
140.0,10000,1.3,16.2,507.3
145.0,10000,1.3,16.2,504.06
150.0,10000,1.3,16.2,502.07
155.0,10000,1.3,16.2,499.75
160.0,10000,1.3,16.2,496.13
165.0,10000,1.3,16.2,481.34
170.0,10000,1.3,16.2,476.64
175.0,10000,1.3,16.2,475.77
180.0,10000,1.3,16.2,473.04
185.0,10000,1.3,16.2,470.76
190.0,10000,1.3,16.2,468.59
195.0,10000,1.3,16.2,467.99
200.0,10000,1.3,16.2,462.37
205.0,10000,1.3,16.2,451.92
210.0,10000,1.3,16.2,436.39
215.0,10000,1.3,16.2,432.55
220.0,10000,1.3,16.2,430.82
225.0,10000,1.3,16.2,428.57
230.0,10000,1.3,16.2,426.77
235.0,10000,1.3,16.2,423.89
240.0,10000,1.3,16.2,417.45
245.0,10000,1.3,16.2,415.98
250.0,10000,1.3,16.2,415.64
255.0,10000,1.3,16.2,406.52
260.0,10000,1.3,16.2,394.26
265.0,10000,1.3,16.2,393.51
270.0,10000,1.3,16.2,386.13
275.0,10000,1.3,16.2,384.34
280.0,10000,1.3,16.2,384.19
285.0,10000,1.3,16.2,384.59
290.0,10000,1.3,16.2,384.59
295.0,10000,1.3,16.2,384.59
300.0,10000,1.3,16.2,384.59
100.0,10000,1.35,16.2,520.0
105.0,10000,1.35,16.2,520.0
110.0,10000,1.35,16.2,520.0
115.0,10000,1.35,16.2,520.0
120.0,10000,1.35,16.2,520.0
125.0,10000,1.35,16.2,520.0
130.0,10000,1.35,16.2,520.17
135.0,10000,1.35,16.2,520.74
140.0,10000,1.35,16.2,520.66
145.0,10000,1.35,16.2,518.8
150.0,10000,1.35,16.2,518.87
155.0,10000,1.35,16.2,518.16
160.0,10000,1.35,16.2,515.83
165.0,10000,1.35,16.2,497.83
170.0,10000,1.35,16.2,491.43
175.0,10000,1.35,16.2,490.9
180.0,10000,1.35,16.2,487.87
185.0,10000,1.35,16.2,484.29
190.0,10000,1.35,16.2,480.11
195.0,10000,1.35,16.2,479.44
200.0,10000,1.35,16.2,477.63
205.0,10000,1.35,16.2,464.11
210.0,10000,1.35,16.2,446.04
215.0,10000,1.35,16.2,440.64
220.0,10000,1.35,16.2,439.04
225.0,10000,1.35,16.2,436.78
230.0,10000,1.35,16.2,436.05
235.0,10000,1.35,16.2,434.86
240.0,10000,1.35,16.2,429.77
245.0,10000,1.35,16.2,428.42
250.0,10000,1.35,16.2,429.15
255.0,10000,1.35,16.2,422.49
260.0,10000,1.35,16.2,414.47
265.0,10000,1.35,16.2,414.68
270.0,10000,1.35,16.2,406.57
275.0,10000,1.35,16.2,404.46
280.0,10000,1.35,16.2,404.3
285.0,10000,1.35,16.2,404.7
290.0,10000,1.35,16.2,404.7
295.0,10000,1.35,16.2,404.7
300.0,10000,1.35,16.2,404.7
100.0,10000,1.4,16.2,524.87
105.0,10000,1.4,16.2,524.87
110.0,10000,1.4,16.2,524.87
115.0,10000,1.4,16.2,524.87
120.0,10000,1.4,16.2,524.87
125.0,10000,1.4,16.2,524.87
130.0,10000,1.4,16.2,524.97
135.0,10000,1.4,16.2,525.51
140.0,10000,1.4,16.2,525.36
145.0,10000,1.4,16.2,523.19
150.0,10000,1.4,16.2,523.23
155.0,10000,1.4,16.2,522.67
160.0,10000,1.4,16.2,520.66
165.0,10000,1.4,16.2,503.6
170.0,10000,1.4,16.2,497.79
175.0,10000,1.4,16.2,497.41
180.0,10000,1.4,16.2,495.39
185.0,10000,1.4,16.2,492.76
190.0,10000,1.4,16.2,488.85
195.0,10000,1.4,16.2,488.04
200.0,10000,1.4,16.2,488.19
205.0,10000,1.4,16.2,475.27
210.0,10000,1.4,16.2,457.07
215.0,10000,1.4,16.2,448.92
220.0,10000,1.4,16.2,446.34
225.0,10000,1.4,16.2,443.23
230.0,10000,1.4,16.2,442.37
235.0,10000,1.4,16.2,440.8
240.0,10000,1.4,16.2,435.54
245.0,10000,1.4,16.2,434.77
250.0,10000,1.4,16.2,435.13
255.0,10000,1.4,16.2,431.75
260.0,10000,1.4,16.2,426.93
265.0,10000,1.4,16.2,427.1
270.0,10000,1.4,16.2,419.6
275.0,10000,1.4,16.2,417.65
280.0,10000,1.4,16.2,417.53
285.0,10000,1.4,16.2,417.83
290.0,10000,1.4,16.2,417.83
295.0,10000,1.4,16.2,417.83
300.0,10000,1.4,16.2,417.83
100.0,10000,1.45,16.2,540.35
105.0,10000,1.45,16.2,540.35
110.0,10000,1.45,16.2,540.35
115.0,10000,1.45,16.2,540.35
120.0,10000,1.45,16.2,540.35
125.0,10000,1.45,16.2,540.35
130.0,10000,1.45,16.2,540.37
135.0,10000,1.45,16.2,540.67
140.0,10000,1.45,16.2,540.46
145.0,10000,1.45,16.2,539.89
150.0,10000,1.45,16.2,540.13
155.0,10000,1.45,16.2,540.11
160.0,10000,1.45,16.2,539.16
165.0,10000,1.45,16.2,520.52
170.0,10000,1.45,16.2,507.53
175.0,10000,1.45,16.2,506.42
180.0,10000,1.45,16.2,504.57
185.0,10000,1.45,16.2,502.34
190.0,10000,1.45,16.2,498.94
195.0,10000,1.45,16.2,498.83
200.0,10000,1.45,16.2,502.5
205.0,10000,1.45,16.2,496.2
210.0,10000,1.45,16.2,487.58
215.0,10000,1.45,16.2,480.82
220.0,10000,1.45,16.2,479.53
225.0,10000,1.45,16.2,477.7
230.0,10000,1.45,16.2,474.99
235.0,10000,1.45,16.2,471.3
240.0,10000,1.45,16.2,468.23
245.0,10000,1.45,16.2,468.08
250.0,10000,1.45,16.2,467.52
255.0,10000,1.45,16.2,466.55
260.0,10000,1.45,16.2,462.29
265.0,10000,1.45,16.2,462.34
270.0,10000,1.45,16.2,458.19
275.0,10000,1.45,16.2,457.78
280.0,10000,1.45,16.2,457.48
285.0,10000,1.45,16.2,457.48
290.0,10000,1.45,16.2,457.48
295.0,10000,1.45,16.2,457.48
300.0,10000,1.45,16.2,457.48
100.0,10000,1.5,16.2,538.99
105.0,10000,1.5,16.2,538.99
110.0,10000,1.5,16.2,538.99
115.0,10000,1.5,16.2,538.99
120.0,10000,1.5,16.2,538.99
125.0,10000,1.5,16.2,538.99
130.0,10000,1.5,16.2,539.02
135.0,10000,1.5,16.2,539.26
140.0,10000,1.5,16.2,538.89
145.0,10000,1.5,16.2,538.53
150.0,10000,1.5,16.2,538.81
155.0,10000,1.5,16.2,538.92
160.0,10000,1.5,16.2,538.23
165.0,10000,1.5,16.2,522.64
170.0,10000,1.5,16.2,510.28
175.0,10000,1.5,16.2,508.83
180.0,10000,1.5,16.2,507.14
185.0,10000,1.5,16.2,503.81
190.0,10000,1.5,16.2,499.88
195.0,10000,1.5,16.2,499.71
200.0,10000,1.5,16.2,503.0
205.0,10000,1.5,16.2,496.86
210.0,10000,1.5,16.2,488.11
215.0,10000,1.5,16.2,480.51
220.0,10000,1.5,16.2,479.18
225.0,10000,1.5,16.2,477.35
230.0,10000,1.5,16.2,474.73
235.0,10000,1.5,16.2,470.91
240.0,10000,1.5,16.2,467.8
245.0,10000,1.5,16.2,467.64
250.0,10000,1.5,16.2,467.03
255.0,10000,1.5,16.2,465.99
260.0,10000,1.5,16.2,461.82
265.0,10000,1.5,16.2,461.87
270.0,10000,1.5,16.2,457.58
275.0,10000,1.5,16.2,457.28
280.0,10000,1.5,16.2,456.98
285.0,10000,1.5,16.2,456.98
290.0,10000,1.5,16.2,456.98
295.0,10000,1.5,16.2,456.98
300.0,10000,1.5,16.2,456.98
